consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action_2.keys,click_action_2.corr,click_action_2.rt,action_selection_two.thisRepN,action_selection_two.thisTrialN,action_selection_two.thisN,action_selection_two.thisIndex,action_selection_two.ran,resp4.keys,resp4_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,action2,resp4.rt,resp4_4.rt,key_resp_3.keys,key_resp_24.keys,key_resp_25.keys,key_resp_25.rt,key_resp_34.keys,key_resp_34.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_24.rt,key_resp_8.keys,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.8336,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.9715,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,107,107,107,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1.189,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.0155,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,108,108,108,1,hammer.png,fox.png,trident.png,7,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.127,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6379,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,109,109,109,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.9375,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5368,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,110,110,110,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.2312,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.051,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,111,111,111,1,apple.png,fox.png,trident.png,6,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.9541,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5683,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,112,112,112,1,apple.png,fox.png,trident.png,6,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.9849,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6014,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,113,113,113,1,apple.png,fox.png,trident.png,6,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1.1991,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.5151,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,114,114,114,1,tophat.png,tree.png,planet.png,4,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.0823,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.0212,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,k,0,115,115,115,1,compass.png,tree.png,planet.png,5,a,10.2675,1.5682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.1182,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6645,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,116,116,116,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1.218,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.9312,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,117,117,117,1,tophat.png,tree.png,planet.png,4,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1.2017,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6344,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,118,118,118,1,tophat.png,tree.png,planet.png,4,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.1806,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6152,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,119,119,119,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.9067,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.3525,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,120,120,120,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1.1813,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,1.0189,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,121,121,121,1,north.png,watch.png,trident.png,3,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.9313,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.0488,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,122,122,122,1,train.png,tree.png,planet.png,2,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.9641,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.7662,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,123,123,123,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.329,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.814,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,124,124,124,1,train.png,tree.png,planet.png,2,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.2318,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.8844,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,125,125,125,1,snorkel.png,watch.png,trident.png,1,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5aafd9eff69e940001d88bf4,001,2023-08-14_15h17.37.738,study6,2022.2.5,Win32,58.71990605,5aafd9eff69e940001d88bf4,64da092c7a22c2da8d708e87,64da3768723562df3ae5380d,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.9248,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
