consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action_2.keys,click_action_2.corr,click_action_2.rt,resp4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,action2,resp4.rt,resp4_3.keys,resp4_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,image1,image2,key_resp_3.keys,key_resp_3.rt,key_resp_12.keys,key_resp_12.rt,key_resp_15.keys,key_resp_15.rt,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,key_resp_25.rt,key_resp_36.keys,key_resp_36.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,r4_num,r5,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_8.rt,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_reval_choice_2.keys,transition_reval_choice_2.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.5382,,0,248,248,248,1,trident.png,fox.png,hammer.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1.075,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.5199,,0,249,249,249,1,planet.png,bell.png,tophat.png,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.7692,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.991,,0,250,250,250,1,trident.png,tree.png,snorkel.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.1655,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.4658,1,0,251,251,251,1,trident.png,tree.png,snorkel.png,1,8,2.7789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,2.3166,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.6993,,0,252,252,252,1,planet.png,tree.png,north.png,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0.561,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.6716,,0,253,253,253,1,planet.png,bell.png,train.png,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.964,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.8188,,0,254,254,254,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.8188,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.5567,,0,255,255,255,1,trident.png,tree.png,snorkel.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.4688,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.751,,0,256,256,256,1,trident.png,fox.png,hammer.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0.8515,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,2.4636,,0,257,257,257,1,planet.png,bell.png,tophat.png,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0.8881,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.5166,,0,258,258,258,1,planet.png,bell.png,tophat.png,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.5858,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.6378,,0,259,259,259,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.9062,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.8153,,0,260,260,260,1,trident.png,fox.png,hammer.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.5738,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.7321,,0,261,261,261,1,trident.png,fox.png,hammer.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.1493,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1.0336,,0,262,262,262,1,trident.png,fox.png,apple.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.2223,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.717,,0,263,263,263,1,trident.png,fox.png,hammer.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.4402,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.6226,,0,264,264,264,1,trident.png,tree.png,snorkel.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.339,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.376,,0,265,265,265,1,trident.png,tree.png,snorkel.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0.6263,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.2672,,0,266,266,266,1,planet.png,unicorn.png,window.png,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1.0098,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.7388,,0,267,267,267,1,planet.png,tree.png,north.png,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0.6679,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2.1829,,0,268,268,268,1,planet.png,bell.png,train.png,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.4573,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.5404,,0,269,269,269,1,trident.png,bell.png,tophat.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.7898,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.6541,,0,270,270,270,1,trident.png,tree.png,north.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.8572,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.0058,,0,271,271,271,1,trident.png,bell.png,train.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,2.6201,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.3392,,0,272,272,272,1,planet.png,tree.png,snorkel.png,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0.9892,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.7406,,0,273,273,273,1,planet.png,tree.png,north.png,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.7847,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.6815,,0,274,274,274,1,trident.png,tree.png,snorkel.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.8354,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.7721,,0,275,275,275,1,trident.png,bell.png,tophat.png,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,001,2023-06-22_15h49.13.408,study5_pr_2,2022.2.5,MacIntel,60.0024001,571e7cef1bdf1a000991234a,64944c9a5850536c27178b39,64945f2e8fbad9e6d2169b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0508,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
